0.003197,-0.000007,1.033084,1.570805,0.000121,0.000311
-0.175848,0.000508,1.002429,1.576769,-0.023932,0.278876
-0.167068,0.000516,1.004673,1.582180,-0.045763,0.265989
-0.158284,0.000383,1.006798,1.586662,-0.065347,0.253201
-0.149521,0.000138,1.008796,1.590270,-0.082680,0.240504
-0.140797,-0.000189,1.010668,1.593058,-0.097766,0.227889
-0.132128,-0.000568,1.012411,1.595083,-0.110613,0.215349
-0.123523,-0.000971,1.014027,1.596399,-0.121236,0.202880
-0.114989,-0.001370,1.015519,1.597061,-0.129652,0.190482
-0.106531,-0.001740,1.016890,1.597122,-0.135881,0.178153
-0.098148,-0.002055,1.018142,1.596634,-0.139948,0.165895
-0.090067,-0.002306,1.019251,1.595726,-0.141912,0.154047
-0.082192,-0.002460,1.020238,1.594439,-0.142002,0.142473
-0.074381,-0.002500,1.021127,1.592756,-0.139985,0.130969
-0.066636,-0.002411,1.021920,1.590713,-0.135744,0.119543
-0.058944,-0.002162,1.022622,1.588359,-0.129461,0.108191
-0.051331,-0.001737,1.023231,1.585745,-0.121162,0.096959
-0.043799,-0.001116,1.023752,1.582911,-0.110867,0.085860
-0.036350,-0.000280,1.024184,1.579895,-0.098685,0.074903
-0.028995,0.000787,1.024532,1.576736,-0.084658,0.064110
-0.021733,0.002102,1.024795,1.573463,-0.068821,0.053477
-0.014579,0.003676,1.024976,1.570110,-0.051210,0.043029
-0.007573,0.005512,1.025076,1.566720,-0.031868,0.032814
-0.000707,0.007625,1.025097,1.563311,-0.010829,0.022814
0.006021,0.010026,1.025041,1.559903,0.011873,0.013017
0.012547,0.012704,1.024909,1.556541,0.036215,0.003497
0.018081,0.015355,1.024733,1.553622,0.062157,-0.004620
0.023302,0.018206,1.024508,1.550832,0.089700,-0.012333
0.028803,0.021524,1.024205,1.547890,0.118809,-0.020527
0.034473,0.025304,1.023817,1.544854,0.149447,-0.029071
0.040192,0.029530,1.023340,1.541786,0.181583,-0.037828
0.045627,0.034054,1.022794,1.538854,0.215194,-0.046351
0.050818,0.038904,1.022174,1.536044,0.250243,-0.054735
0.056058,0.044268,1.021444,1.533221,0.286666,-0.063468
0.060526,0.049655,1.020698,1.530781,0.324538,-0.071360
0.064810,0.055424,1.019866,1.528447,0.363732,-0.079348
0.068289,0.061141,1.019044,1.526519,0.404341,-0.086515
0.072232,0.067723,1.018021,1.524426,0.446100,-0.094916
0.075396,0.074259,1.017002,1.522767,0.489210,-0.102657
0.078567,0.081362,1.015836,1.521221,0.533457,-0.111083
0.081934,0.089264,1.014451,1.519747,0.578785,-0.120653
0.084699,0.097286,1.013014,1.518742,0.625282,-0.130138
0.086514,0.105028,1.011632,1.518408,0.672971,-0.138977
0.088271,0.113382,1.010060,1.518450,0.721676,-0.148918
0.089365,0.121698,1.008471,1.519227,0.771450,-0.158984
0.090026,0.130206,1.006794,1.520798,0.822211,-0.169798
0.090534,0.139276,1.004910,1.523279,0.873861,-0.182240
0.090673,0.148673,1.002875,1.527029,0.926357,-0.196237
0.090175,0.158000,1.000804,1.532530,0.979695,-0.211598
0.088917,0.166980,0.998784,1.540344,1.033847,-0.228499
0.087100,0.175859,0.996735,1.551196,1.088676,-0.248203
