-0.002798,0.003962,0.005564,-0.001103,-0.002645,0.005376,0.002504
-0.000358,-0.208948,-0.013421,0.118836,-0.010920,-0.063375,0.065533
0.003163,-0.195870,-0.031509,0.133806,-0.018768,-0.092824,0.125385
0.007783,-0.182839,-0.048710,0.148608,-0.026185,-0.121370,0.182053
0.013494,-0.169886,-0.065035,0.163261,-0.033171,-0.149019,0.235531
0.020283,-0.157035,-0.080497,0.177779,-0.039728,-0.175780,0.285816
0.028136,-0.144304,-0.095109,0.192170,-0.045861,-0.201658,0.332905
0.037040,-0.131704,-0.108886,0.206442,-0.051573,-0.226661,0.376800
0.046978,-0.119239,-0.121842,0.220595,-0.056869,-0.250794,0.417502
0.057933,-0.106910,-0.133993,0.234629,-0.061754,-0.274063,0.455015
0.069886,-0.094714,-0.145353,0.248541,-0.066232,-0.296474,0.489344
0.082799,-0.082975,-0.155944,0.262464,-0.070323,-0.318103,0.520499
0.096537,-0.071543,-0.165794,0.276343,-0.074103,-0.338992,0.548489
0.111219,-0.060206,-0.174882,0.290088,-0.077481,-0.359054,0.573325
0.126918,-0.048957,-0.183220,0.303699,-0.080406,-0.378215,0.595021
0.143527,-0.037770,-0.190835,0.317186,-0.082934,-0.396492,0.613593
0.161039,-0.026671,-0.197755,0.330498,-0.085066,-0.413905,0.629058
0.179440,-0.015651,-0.203991,0.343638,-0.086801,-0.430420,0.641435
0.198662,-0.004700,-0.209558,0.356590,-0.088166,-0.446077,0.650745
0.218673,0.006179,-0.214464,0.369297,-0.089167,-0.460946,0.657011
0.239446,0.017008,-0.218717,0.381793,-0.089806,-0.474972,0.660256
0.260941,0.027776,-0.222317,0.394228,-0.090081,-0.487928,0.660508
0.283130,0.038446,-0.225269,0.406463,-0.090000,-0.499985,0.657794
0.305994,0.049048,-0.227590,0.418344,-0.089565,-0.511367,0.652144
0.329509,0.059603,-0.229286,0.429901,-0.088775,-0.522029,0.643589
0.353658,0.070038,-0.230364,0.441205,-0.087627,-0.531895,0.632161
0.378455,0.079147,-0.230833,0.452998,-0.086145,-0.541120,0.617895
0.403877,0.087978,-0.230715,0.464639,-0.084288,-0.549648,0.600827
0.429867,0.097489,-0.230019,0.475525,-0.082044,-0.557393,0.580993
0.456403,0.107552,-0.228754,0.485727,-0.079415,-0.564358,0.558434
0.483472,0.118020,-0.226930,0.495310,-0.076408,-0.570541,0.533187
0.511084,0.128394,-0.224563,0.504598,-0.073025,-0.576019,0.505296
0.539207,0.138766,-0.221651,0.513519,-0.069271,-0.580777,0.474803
0.567750,0.149668,-0.218162,0.521734,-0.065165,-0.584747,0.441751
0.596873,0.159739,-0.214209,0.530197,-0.060630,-0.588060,0.406187
0.626429,0.170008,-0.209732,0.538156,-0.055734,-0.590630,0.368155
0.656564,0.179400,-0.204826,0.546346,-0.050395,-0.592559,0.327705
0.686849,0.190227,-0.199227,0.553108,-0.044787,-0.593609,0.284884
0.717608,0.200272,-0.193147,0.560037,-0.038737,-0.593999,0.239741
0.748508,0.211019,-0.186368,0.565955,-0.032391,-0.593502,0.192328
0.779463,0.222936,-0.178889,0.570689,-0.025730,-0.592133,0.142696
0.810705,0.234525,-0.170900,0.575356,-0.018648,-0.590131,0.090897
0.842325,0.245041,-0.162451,0.580310,-0.011129,-0.587538,0.036983
0.874020,0.256375,-0.153357,0.584326,-0.003287,-0.584231,-0.018990
0.905937,0.267249,-0.143735,0.588210,0.004952,-0.580307,-0.076969
0.937962,0.278175,-0.133517,0.591593,0.013547,-0.575727,-0.136899
0.969970,0.289876,-0.122648,0.593953,0.022465,-0.570427,-0.198723
1.002006,0.301919,-0.111215,0.595686,0.031740,-0.564498,-0.262385
1.034115,0.313624,-0.099241,0.597169,0.041382,-0.558023,-0.327830
1.066302,0.324575,-0.086733,0.598678,0.051395,-0.551115,-0.394998
1.098482,0.335266,-0.073698,0.599859,0.061758,-0.543694,-0.463834
1.130593,0.345843,-0.060115,0.600681,0.072451,-0.535822,-0.534279
1.162662,0.355220,-0.046031,0.601758,0.083515,-0.527567,-0.606275
1.194593,0.364390,-0.031421,0.602579,0.094899,-0.518952,-0.679763
1.226358,0.373332,-0.016299,0.603109,0.106599,-0.509983,-0.754685
1.257928,0.382037,-0.000679,0.603345,0.118605,-0.500692,-0.830983
1.289264,0.390483,0.015424,0.603306,0.130908,-0.491116,-0.908597
1.320329,0.398644,0.031994,0.603014,0.143498,-0.481293,-0.987470
1.351085,0.406497,0.049013,0.602489,0.156364,-0.471260,-1.067542
1.381494,0.414013,0.066462,0.601756,0.169498,-0.461056,-1.148755
1.411520,0.421168,0.084317,0.600837,0.182889,-0.450717,-1.231051
1.441129,0.427935,0.102557,0.599757,0.196531,-0.440279,-1.314371
1.470285,0.434290,0.121156,0.598539,0.210416,-0.429776,-1.398658
1.498959,0.440208,0.140089,0.597206,0.224538,-0.419237,-1.483854
1.527119,0.445668,0.159327,0.595781,0.238892,-0.408693,-1.569901
1.554738,0.450652,0.178842,0.594282,0.253476,-0.398168,-1.656743
1.581792,0.455142,0.198607,0.592727,0.268288,-0.387683,-1.744323
1.608259,0.459127,0.218591,0.591131,0.283327,-0.377255,-1.832586
1.634118,0.462598,0.238767,0.589505,0.298595,-0.366899,-1.921475
1.659353,0.465549,0.259106,0.587857,0.314095,-0.356624,-2.010936
1.683962,0.468010,0.279561,0.586175,0.329829,-0.346436,-2.100915
1.707936,0.469987,0.300102,0.584455,0.345801,-0.336340,-2.191357
1.731243,0.471440,0.320729,0.582721,0.362019,-0.326332,-2.282211
1.753903,0.472425,0.341382,0.580935,0.378486,-0.316407,-2.373422
1.775855,0.472871,0.362107,0.579151,0.395210,-0.306557,-2.464941
1.797088,0.472797,0.382887,0.577361,0.412195,-0.296774,-2.556716
1.817619,0.472266,0.403672,0.575522,0.429447,-0.287045,-2.648696
1.837465,0.471338,0.424416,0.573588,0.446969,-0.277359,-2.740834
1.856602,0.470015,0.445123,0.571560,0.464765,-0.267704,-2.833080
1.875045,0.468352,0.465748,0.569393,0.482834,-0.258071,-2.925387
1.889278,0.462574,0.488359,0.571098,0.500709,-0.250992,-3.017709
1.906050,0.459775,0.508844,0.569052,0.519373,-0.241557,-3.110000
1.922202,0.456805,0.529164,0.566713,0.538330,-0.232038,-3.202215
1.937533,0.453470,0.549409,0.564285,0.557558,-0.222561,-3.294311
1.952330,0.450162,0.569418,0.561389,0.577070,-0.212922,-3.386246
1.966307,0.446570,0.589318,0.558342,0.596840,-0.203301,-3.477976
1.980029,0.443520,0.608808,0.554347,0.616862,-0.193306,-3.569463
1.992215,0.439244,0.628522,0.551132,0.637128,-0.183803,-3.660667
2.015592,0.453476,0.641774,0.529767,0.656978,-0.166099,-3.751548
2.028607,0.453468,0.659845,0.521792,0.677217,-0.155002,-3.842070
2.040966,0.453843,0.677616,0.513100,0.697527,-0.143835,-3.932196
2.051997,0.453529,0.695401,0.504709,0.717969,-0.133032,-4.021892
2.062237,0.453385,0.712919,0.495811,0.738481,-0.122251,-4.111122
2.071514,0.453152,0.730225,0.486650,0.759074,-0.111597,-4.199855
2.079693,0.452587,0.747371,0.477456,0.779769,-0.101151,-4.288058
2.087039,0.452182,0.764197,0.467772,0.800504,-0.090749,-4.375701
2.093617,0.452055,0.780660,0.457492,0.821245,-0.080364,-4.462754
2.098125,0.449781,0.797404,0.448874,0.842346,-0.070715,-4.549189
2.102177,0.448384,0.813580,0.439108,0.863367,-0.060888,-4.634979
2.105033,0.446432,0.829570,0.429533,0.884517,-0.051295,-4.720096
2.106559,0.443671,0.845427,0.420390,0.905850,-0.041989,-4.804517
2.108235,0.443081,0.860317,0.408903,0.926789,-0.032226,-4.888217
2.107590,0.439658,0.875607,0.399754,0.948290,-0.023236,-4.971173
2.106425,0.437057,0.890275,0.389533,0.969632,-0.014125,-5.053365
2.104114,0.433995,0.904664,0.379450,0.991066,-0.005194,-5.134771
2.100821,0.430795,0.918675,0.369211,1.012515,0.003635,-5.215372
2.096638,0.427664,0.932233,0.358624,1.033915,0.012402,-5.295149
2.091480,0.424429,0.945373,0.347862,1.055293,0.021069,-5.374086
2.085071,0.420457,0.958280,0.337558,1.076806,0.029528,-5.452167
2.077592,0.416135,0.970832,0.327357,1.098353,0.037859,-5.529375
2.069298,0.412030,0.982839,0.316707,1.119764,0.046160,-5.605697
2.060269,0.408326,0.994221,0.305417,1.140961,0.054453,-5.681121
2.049854,0.403501,1.005479,0.295074,1.162388,0.062507,-5.755634
2.038719,0.399093,1.016084,0.284102,1.183570,0.070558,-5.829225
2.026588,0.394475,1.026239,0.273170,1.204684,0.078511,-5.901885
2.013548,0.389767,1.035897,0.262173,1.225682,0.086394,-5.973603
1.999522,0.384843,1.045094,0.251275,1.246597,0.094183,-6.044374
1.984567,0.379785,1.053799,0.240412,1.267391,0.101898,-6.114189
1.968644,0.374521,1.062033,0.229703,1.288083,0.109527,-6.183042
1.952039,0.369632,1.069536,0.218447,1.308426,0.117152,-6.250929
1.926517,0.347288,1.085057,0.230745,1.336404,0.122471,-6.317845
1.909064,0.344684,1.090680,0.217229,1.355654,0.130242,-6.383786
1.890735,0.341921,1.095699,0.203730,1.374658,0.137940,-6.448751
1.871694,0.339297,1.099924,0.189788,1.393239,0.145614,-6.512738
1.851862,0.336598,1.103434,0.175670,1.411466,0.153248,-6.575745
1.830901,0.333177,1.106645,0.162516,1.429712,0.160749,-6.637773
1.809405,0.330062,1.108862,0.148533,1.447337,0.168293,-6.698823
1.786663,0.326070,1.110943,0.136019,1.465122,0.175673,-6.758896
1.763633,0.322644,1.111726,0.121984,1.481997,0.183180,-6.817995
1.739581,0.318658,1.112134,0.108870,1.498798,0.190597,-6.876122
1.714847,0.314561,1.111751,0.095644,1.515139,0.198031,-6.933281
1.689196,0.310088,1.110894,0.083168,1.531306,0.205405,-6.989477
1.662965,0.305562,1.109144,0.070399,1.546903,0.212837,-7.044715
1.636092,0.300863,1.106593,0.057622,1.562007,0.220312,-7.099001
1.608252,0.295852,1.103692,0.046042,1.577039,0.227699,-7.152340
1.580136,0.290778,1.099539,0.033374,1.591132,0.235280,-7.204741
1.550825,0.285523,1.095382,0.022889,1.605484,0.242657,-7.256209
1.521381,0.280092,1.089816,0.010993,1.618723,0.250303,-7.306754
1.490978,0.274686,1.083963,0.000647,1.631947,0.257830,-7.356384
1.460204,0.269081,1.077054,-0.010101,1.644387,0.265520,-7.405107
1.428741,0.263545,1.069531,-0.020058,1.656485,0.273208,-7.452935
1.396676,0.258115,1.061282,-0.029455,1.668131,0.280927,-7.499876
1.364139,0.252683,1.052155,-0.038654,1.679161,0.288748,-7.545941
1.331044,0.247466,1.042257,-0.047305,1.689697,0.296614,-7.591141
1.297431,0.242504,1.031538,-0.055495,1.699685,0.304543,-7.635487
1.263373,0.237729,1.019912,-0.063390,1.709034,0.312573,-7.678991
1.228898,0.233120,1.007345,-0.071047,1.717702,0.320728,-7.721665
